department,salary,mean_work_last_3_months,number_projects,satisfaction_level,last_evaluation,time_in_company,work_accident,left
marketing,medium,269.0,2.0,40.0,89.0,3.0,0.0,0.0
sales,medium,289.3333333333333,3.0,72.0,80.0,3.0,0.0,0.0
accounting,medium,267.6666666666667,5.0,75.0,84.0,3.0,1.0,0.0
technical,medium,278.3333333333333,3.0,50.0,77.0,3.0,0.0,0.0
marketing,medium,286.0,5.0,78.0,50.0,4.0,0.0,0.0
sales,medium,285.3333333333333,4.0,76.0,45.0,2.0,0.0,0.0
sales,medium,274.3333333333333,3.0,94.0,52.0,3.0,0.0,0.0
sales,medium,283.6666666666667,6.0,24.0,94.0,4.0,0.0,0.0
sales,low,272.3333333333333,3.0,99.0,66.0,2.0,0.0,0.0
product_mng,low,287.6666666666667,3.0,67.0,64.0,2.0,1.0,0.0
IT,low,277.6666666666667,5.0,76.0,57.0,4.0,0.0,0.0
IT,low,275.0,4.0,76.0,77.0,10.0,0.0,0.0
IT,low,278.6666666666667,4.0,55.0,64.0,10.0,1.0,0.0
IT,low,276.6666666666667,4.0,74.0,60.0,10.0,1.0,0.0
IT,low,278.6666666666667,4.0,81.0,85.0,10.0,1.0,0.0
accounting,high,262.0,3.0,98.0,67.0,10.0,0.0,0.0
accounting,high,279.6666666666667,4.0,98.0,98.0,10.0,0.0,0.0
management,high,279.3333333333333,3.0,58.0,91.0,10.0,0.0,0.0
marketing,medium,285.0,3.0,18.0,75.0,2.0,0.0,0.0
marketing,medium,274.3333333333333,5.0,57.0,67.0,2.0,0.0,0.0
sales,medium,263.6666666666667,3.0,70.0,62.0,3.0,0.0,0.0
sales,medium,280.3333333333333,3.0,49.0,77.0,3.0,0.0,0.0
sales,medium,306.3333333333333,4.0,70.0,56.0,3.0,0.0,0.0
IT,medium,269.3333333333333,5.0,16.0,93.0,7.0,0.0,0.0
product_mng,low,300.3333333333333,3.0,58.0,59.0,7.0,0.0,0.0
product_mng,medium,283.6666666666667,4.0,66.0,57.0,7.0,0.0,0.0
management,high,272.0,2.0,51.0,55.0,7.0,0.0,0.0
management,high,276.6666666666667,4.0,48.0,84.0,7.0,0.0,0.0
management,high,276.3333333333333,3.0,56.0,71.0,6.0,0.0,0.0
management,high,277.3333333333333,3.0,81.0,62.0,6.0,0.0,0.0
IT,low,281.6666666666667,4.0,57.0,70.0,6.0,0.0,0.0
sales,low,279.3333333333333,3.0,66.0,53.0,6.0,0.0,1.0
sales,medium,276.6666666666667,6.0,22.0,91.0,8.0,0.0,1.0
sales,medium,273.6666666666667,3.0,96.0,71.0,8.0,1.0,1.0
sales,low,271.6666666666667,4.0,87.0,88.0,8.0,0.0,1.0
sales,low,279.3333333333333,2.0,61.0,42.0,8.0,0.0,1.0
sales,low,269.6666666666667,3.0,66.0,85.0,8.0,1.0,1.0
sales,low,270.6666666666667,4.0,90.0,51.0,6.0,0.0,1.0
sales,low,282.0,3.0,64.0,67.0,6.0,0.0,1.0
sales,low,279.3333333333333,4.0,76.0,82.0,6.0,0.0,1.0
sales,low,292.3333333333333,5.0,97.0,41.0,6.0,0.0,1.0
sales,low,274.3333333333333,3.0,69.0,76.0,6.0,0.0,1.0
sales,low,266.3333333333333,3.0,98.0,55.0,6.0,1.0,1.0
sales,low,281.0,5.0,18.0,61.0,6.0,0.0,1.0
sales,low,269.6666666666667,3.0,62.0,91.0,10.0,0.0,1.0
accounting,low,271.3333333333333,6.0,29.0,37.0,10.0,1.0,1.0
accounting,low,275.0,5.0,87.0,48.0,3.0,0.0,1.0
hr,low,284.6666666666667,3.0,91.0,64.0,10.0,0.0,1.0
hr,low,268.6666666666667,3.0,53.0,79.0,10.0,1.0,1.0
hr,low,280.6666666666667,4.0,69.0,73.0,10.0,1.0,1.0
technical,low,283.6666666666667,4.0,14.0,58.0,10.0,0.0,1.0
technical,low,257.3333333333333,4.0,70.0,77.0,2.0,0.0,1.0
technical,low,279.3333333333333,6.0,77.0,75.0,6.0,0.0,1.0
technical,low,281.6666666666667,6.0,77.0,76.0,6.0,0.0,1.0
technical,low,273.3333333333333,3.0,76.0,99.0,4.0,0.0,1.0
support,low,275.6666666666667,4.0,66.0,49.0,3.0,0.0,1.0
support,low,267.3333333333333,3.0,50.0,95.0,4.0,0.0,1.0
support,low,286.6666666666667,5.0,57.0,90.0,3.0,0.0,1.0
support,low,267.3333333333333,6.0,97.0,62.0,2.0,0.0,1.0
support,low,264.0,5.0,26.0,99.0,5.0,0.0,1.0
support,low,284.3333333333333,3.0,72.0,62.0,2.0,1.0,1.0
support,low,280.0,3.0,83.0,93.0,2.0,0.0,1.0
technical,low,296.6666666666667,3.0,55.0,40.0,3.0,0.0,1.0
IT,medium,286.0,5.0,77.0,74.0,2.0,0.0,1.0
IT,medium,273.6666666666667,4.0,24.0,63.0,5.0,0.0,1.0
product_mng,medium,272.0,3.0,80.0,96.0,3.0,0.0,1.0
product_mng,medium,286.0,4.0,50.0,59.0,3.0,1.0,1.0
product_mng,high,267.3333333333333,4.0,66.0,59.0,3.0,0.0,1.0
product_mng,low,258.0,4.0,66.0,77.0,2.0,0.0,1.0
product_mng,medium,253.66666666666663,3.0,66.0,81.0,3.0,0.0,1.0
product_mng,medium,260.3333333333333,3.0,96.0,83.0,4.0,0.0,1.0
marketing,medium,284.0,5.0,75.0,94.0,4.0,0.0,1.0
sales,low,271.0,3.0,78.0,77.0,2.0,0.0,1.0
marketing,low,263.3333333333333,4.0,57.0,82.0,2.0,0.0,1.0
marketing,low,288.3333333333333,2.0,78.0,68.0,3.0,1.0,1.0
sales,low,293.3333333333333,4.0,57.0,88.0,2.0,0.0,1.0
sales,low,269.6666666666667,5.0,84.0,56.0,2.0,0.0,1.0
sales,low,273.3333333333333,5.0,23.0,94.0,4.0,0.0,1.0
sales,low,275.3333333333333,3.0,53.0,37.0,3.0,0.0,1.0
sales,medium,281.3333333333333,3.0,82.0,71.0,3.0,0.0,1.0
sales,medium,281.0,5.0,59.0,64.0,3.0,0.0,1.0
sales,medium,250.0,2.0,50.0,52.0,2.0,0.0,1.0
sales,medium,265.6666666666667,2.0,100.0,74.0,3.0,0.0,1.0
accounting,medium,281.6666666666667,3.0,94.0,61.0,2.0,0.0,1.0
hr,medium,278.3333333333333,4.0,86.0,61.0,2.0,0.0,1.0
hr,high,288.0,4.0,73.0,49.0,2.0,0.0,1.0
technical,low,271.6666666666667,3.0,49.0,94.0,3.0,1.0,1.0
technical,medium,277.6666666666667,2.0,79.0,73.0,2.0,0.0,1.0
technical,medium,293.0,6.0,83.0,50.0,3.0,0.0,1.0
technical,low,269.3333333333333,3.0,85.0,67.0,2.0,0.0,1.0
technical,low,290.0,3.0,65.0,37.0,6.0,0.0,1.0
technical,low,262.3333333333333,4.0,94.0,65.0,2.0,1.0,1.0
support,low,273.6666666666667,4.0,76.0,81.0,2.0,0.0,1.0
support,low,282.6666666666667,4.0,77.0,54.0,3.0,1.0,1.0
support,low,266.0,4.0,77.0,91.0,3.0,1.0,1.0
support,low,264.3333333333333,5.0,59.0,64.0,2.0,0.0,1.0
support,low,263.0,3.0,69.0,90.0,4.0,0.0,1.0
support,low,269.3333333333333,4.0,51.0,85.0,2.0,0.0,1.0
support,low,261.3333333333333,3.0,80.0,67.0,3.0,0.0,1.0
support,low,268.6666666666667,3.0,98.0,70.0,10.0,0.0,1.0
support,low,273.6666666666667,4.0,69.0,72.0,10.0,1.0,1.0
technical,low,270.3333333333333,4.0,14.0,76.0,10.0,0.0,1.0
technical,low,271.0,4.0,95.0,90.0,10.0,1.0,1.0
management,low,282.6666666666667,3.0,53.0,61.0,10.0,0.0,1.0
IT,low,280.3333333333333,5.0,64.0,52.0,10.0,1.0,1.0
IT,low,293.6666666666667,4.0,51.0,73.0,3.0,0.0,1.0
IT,low,263.3333333333333,2.0,36.0,73.0,2.0,0.0,1.0
product_mng,low,274.0,2.0,62.0,97.0,3.0,0.0,1.0
product_mng,low,290.6666666666667,4.0,98.0,58.0,3.0,0.0,1.0
product_mng,low,263.3333333333333,4.0,53.0,70.0,3.0,0.0,1.0
product_mng,low,280.0,4.0,80.0,95.0,2.0,0.0,1.0
marketing,low,283.6666666666667,3.0,73.0,77.0,3.0,0.0,1.0
marketing,low,256.6666666666667,3.0,82.0,80.0,3.0,0.0,1.0
marketing,low,281.6666666666667,5.0,62.0,75.0,4.0,0.0,1.0
sales,low,244.0,5.0,87.0,48.0,3.0,0.0,1.0
accounting,low,275.3333333333333,4.0,43.0,65.0,2.0,0.0,1.0
support,low,267.3333333333333,2.0,57.0,60.0,3.0,0.0,1.0
management,low,269.3333333333333,3.0,91.0,77.0,3.0,0.0,1.0
marketing,low,253.0,5.0,75.0,59.0,4.0,0.0,1.0
sales,low,291.6666666666667,5.0,76.0,80.0,2.0,0.0,1.0
sales,low,286.3333333333333,4.0,85.0,49.0,2.0,0.0,1.0
sales,low,273.0,3.0,56.0,67.0,2.0,0.0,1.0
sales,low,277.3333333333333,3.0,86.0,84.0,3.0,0.0,1.0
sales,low,280.0,5.0,21.0,43.0,2.0,1.0,1.0
sales,low,284.3333333333333,3.0,94.0,59.0,2.0,0.0,1.0
sales,low,286.3333333333333,3.0,98.0,74.0,3.0,0.0,1.0
sales,medium,273.0,3.0,42.0,45.0,3.0,0.0,1.0
sales,medium,255.0,4.0,98.0,89.0,2.0,0.0,1.0
sales,medium,291.3333333333333,5.0,100.0,93.0,3.0,0.0,1.0
accounting,medium,279.3333333333333,3.0,95.0,52.0,2.0,1.0,1.0
accounting,medium,282.6666666666667,4.0,95.0,50.0,3.0,0.0,1.0
hr,medium,281.3333333333333,3.0,68.0,53.0,2.0,1.0,1.0
hr,medium,267.0,5.0,64.0,38.0,4.0,0.0,1.0
technical,medium,282.6666666666667,6.0,24.0,62.0,6.0,0.0,1.0
technical,high,280.0,3.0,37.0,72.0,2.0,0.0,1.0
technical,medium,296.3333333333333,4.0,67.0,40.0,3.0,0.0,1.0
technical,medium,250.3333333333333,4.0,86.0,89.0,4.0,0.0,1.0
technical,low,290.0,3.0,43.0,38.0,2.0,0.0,1.0
technical,low,252.66666666666663,4.0,67.0,67.0,2.0,1.0,1.0
technical,low,291.6666666666667,4.0,92.0,60.0,3.0,0.0,1.0
support,low,294.3333333333333,2.0,43.0,46.0,2.0,0.0,1.0
support,low,264.0,3.0,52.0,80.0,4.0,0.0,1.0
technical,low,287.3333333333333,3.0,16.0,42.0,3.0,1.0,1.0
management,low,276.6666666666667,4.0,49.0,60.0,2.0,1.0,1.0
IT,low,289.3333333333333,4.0,37.0,63.0,3.0,0.0,1.0
IT,low,269.0,5.0,98.0,68.0,3.0,0.0,1.0
IT,low,277.0,5.0,33.0,97.0,4.0,0.0,1.0
marketing,low,260.0,5.0,14.0,79.0,4.0,0.0,1.0
marketing,low,280.3333333333333,5.0,54.0,79.0,3.0,1.0,1.0
sales,low,270.3333333333333,4.0,63.0,48.0,4.0,0.0,1.0
accounting,low,281.6666666666667,4.0,55.0,69.0,3.0,1.0,1.0
support,low,282.3333333333333,3.0,84.0,53.0,4.0,1.0,1.0
technical,low,300.3333333333333,4.0,51.0,97.0,2.0,0.0,1.0
marketing,low,277.6666666666667,3.0,15.0,75.0,4.0,0.0,1.0
marketing,low,281.3333333333333,5.0,97.0,79.0,3.0,0.0,1.0
sales,low,266.3333333333333,3.0,67.0,69.0,3.0,0.0,1.0
sales,low,269.6666666666667,4.0,48.0,67.0,3.0,0.0,1.0
sales,low,262.0,4.0,69.0,58.0,3.0,0.0,1.0
sales,low,280.0,3.0,60.0,62.0,4.0,0.0,1.0
sales,low,279.3333333333333,2.0,82.0,71.0,5.0,0.0,1.0
sales,low,277.6666666666667,4.0,86.0,95.0,3.0,0.0,1.0
sales,low,264.6666666666667,4.0,69.0,59.0,3.0,0.0,1.0
sales,low,278.3333333333333,5.0,87.0,87.0,2.0,0.0,1.0
sales,low,296.0,3.0,17.0,78.0,6.0,0.0,1.0
sales,low,271.3333333333333,6.0,94.0,51.0,5.0,0.0,1.0
sales,medium,278.6666666666667,4.0,50.0,100.0,3.0,0.0,1.0
sales,medium,258.6666666666667,3.0,16.0,72.0,3.0,0.0,1.0
sales,medium,277.3333333333333,2.0,89.0,99.0,3.0,0.0,1.0
accounting,medium,275.3333333333333,3.0,69.0,51.0,3.0,1.0,1.0
accounting,medium,253.66666666666663,5.0,50.0,51.0,3.0,0.0,1.0
accounting,medium,275.3333333333333,6.0,16.0,46.0,2.0,0.0,1.0
hr,medium,273.6666666666667,2.0,75.0,99.0,5.0,1.0,1.0
hr,medium,267.6666666666667,5.0,64.0,66.0,2.0,0.0,1.0
technical,high,271.0,4.0,78.0,43.0,3.0,0.0,1.0
technical,low,293.6666666666667,2.0,81.0,74.0,3.0,0.0,1.0
technical,medium,286.3333333333333,3.0,55.0,58.0,2.0,0.0,1.0
technical,medium,263.3333333333333,4.0,53.0,53.0,2.0,0.0,1.0
technical,low,298.0,3.0,69.0,73.0,2.0,1.0,1.0
technical,low,271.3333333333333,3.0,80.0,53.0,3.0,0.0,1.0
support,low,291.0,3.0,77.0,98.0,6.0,0.0,1.0
support,low,278.0,4.0,84.0,80.0,3.0,0.0,1.0
support,low,276.3333333333333,4.0,64.0,55.0,2.0,0.0,1.0
support,low,282.6666666666667,4.0,78.0,57.0,3.0,0.0,1.0
support,low,256.6666666666667,3.0,67.0,70.0,3.0,0.0,1.0
support,low,281.6666666666667,3.0,81.0,77.0,2.0,0.0,1.0
support,low,285.6666666666667,4.0,91.0,82.0,2.0,0.0,1.0
support,low,280.3333333333333,6.0,75.0,89.0,2.0,0.0,1.0
support,low,283.3333333333333,3.0,78.0,96.0,4.0,1.0,1.0
technical,low,284.0,4.0,54.0,52.0,2.0,0.0,1.0
IT,low,276.3333333333333,5.0,77.0,71.0,3.0,1.0,1.0
IT,low,284.3333333333333,4.0,89.0,63.0,3.0,1.0,1.0
IT,low,283.0,3.0,16.0,98.0,5.0,0.0,1.0
IT,medium,267.3333333333333,4.0,77.0,99.0,3.0,0.0,1.0
product_mng,medium,287.3333333333333,5.0,69.0,48.0,4.0,0.0,1.0
product_mng,medium,256.0,4.0,61.0,81.0,3.0,0.0,1.0
product_mng,medium,262.6666666666667,4.0,59.0,81.0,3.0,0.0,1.0
RandD,medium,257.6666666666667,4.0,58.0,80.0,3.0,0.0,1.0
RandD,medium,260.0,5.0,88.0,67.0,3.0,0.0,1.0
marketing,high,263.6666666666667,5.0,51.0,63.0,2.0,0.0,1.0
sales,low,281.6666666666667,3.0,31.0,70.0,3.0,0.0,1.0
support,medium,296.0,4.0,52.0,52.0,3.0,0.0,1.0
sales,low,281.3333333333333,3.0,57.0,46.0,3.0,1.0,1.0
sales,low,286.6666666666667,3.0,50.0,77.0,2.0,0.0,1.0
sales,low,281.6666666666667,3.0,74.0,63.0,3.0,0.0,1.0
sales,low,283.0,3.0,74.0,77.0,3.0,0.0,1.0
sales,low,271.0,2.0,82.0,51.0,2.0,0.0,1.0
sales,low,268.0,3.0,74.0,71.0,3.0,0.0,1.0
sales,low,270.6666666666667,6.0,20.0,59.0,3.0,0.0,1.0
sales,low,276.3333333333333,4.0,63.0,48.0,3.0,0.0,1.0
sales,low,266.3333333333333,6.0,19.0,80.0,6.0,1.0,1.0
accounting,medium,292.3333333333333,4.0,40.0,62.0,5.0,0.0,1.0
accounting,medium,286.3333333333333,2.0,71.0,37.0,5.0,0.0,1.0
accounting,medium,256.6666666666667,4.0,84.0,73.0,3.0,0.0,1.0
hr,medium,282.3333333333333,4.0,59.0,84.0,4.0,1.0,1.0
hr,medium,286.3333333333333,4.0,57.0,85.0,3.0,1.0,1.0
technical,medium,276.3333333333333,2.0,81.0,61.0,5.0,0.0,1.0
technical,high,259.6666666666667,4.0,80.0,70.0,3.0,0.0,1.0
technical,low,270.0,3.0,49.0,66.0,3.0,0.0,1.0
technical,medium,299.6666666666667,3.0,55.0,64.0,2.0,0.0,1.0
support,low,266.3333333333333,3.0,68.0,40.0,5.0,1.0,1.0
support,low,262.3333333333333,3.0,55.0,67.0,2.0,0.0,1.0
support,low,297.0,3.0,59.0,62.0,2.0,0.0,1.0
support,low,282.3333333333333,5.0,91.0,80.0,4.0,0.0,1.0
technical,low,274.0,4.0,48.0,90.0,3.0,0.0,1.0
technical,low,270.6666666666667,3.0,84.0,66.0,2.0,0.0,1.0
management,low,292.0,4.0,73.0,54.0,3.0,0.0,1.0
IT,low,281.0,6.0,28.0,59.0,3.0,0.0,1.0
IT,low,260.3333333333333,3.0,77.0,65.0,4.0,0.0,1.0
IT,low,281.3333333333333,3.0,67.0,65.0,3.0,0.0,1.0
product_mng,medium,286.0,3.0,50.0,53.0,3.0,1.0,1.0
product_mng,medium,283.3333333333333,3.0,32.0,47.0,4.0,0.0,1.0
IT,medium,260.6666666666667,3.0,57.0,78.0,3.0,0.0,1.0
hr,medium,270.3333333333333,5.0,51.0,80.0,3.0,0.0,1.0
hr,medium,254.3333333333333,3.0,61.0,60.0,2.0,0.0,1.0
hr,medium,276.3333333333333,4.0,83.0,73.0,2.0,0.0,1.0
sales,medium,267.0,5.0,87.0,97.0,3.0,0.0,1.0
accounting,high,277.6666666666667,3.0,70.0,63.0,2.0,0.0,1.0
marketing,medium,276.0,3.0,78.0,65.0,3.0,0.0,1.0
marketing,low,271.0,4.0,71.0,53.0,2.0,1.0,1.0
sales,low,273.0,3.0,68.0,99.0,2.0,0.0,1.0
sales,low,286.3333333333333,4.0,75.0,53.0,4.0,1.0,1.0
sales,low,267.0,3.0,70.0,53.0,7.0,1.0,1.0
sales,low,268.3333333333333,5.0,59.0,94.0,7.0,1.0,1.0
sales,low,265.3333333333333,4.0,64.0,87.0,7.0,0.0,1.0
sales,low,268.6666666666667,5.0,61.0,88.0,7.0,1.0,1.0
sales,low,266.3333333333333,2.0,77.0,49.0,7.0,0.0,1.0
sales,low,261.6666666666667,3.0,51.0,64.0,3.0,0.0,1.0
hr,medium,280.3333333333333,3.0,49.0,49.0,7.0,0.0,1.0
hr,medium,262.6666666666667,3.0,77.0,75.0,7.0,0.0,1.0
hr,medium,277.6666666666667,3.0,31.0,86.0,7.0,0.0,1.0
hr,medium,282.3333333333333,3.0,54.0,76.0,3.0,0.0,1.0
technical,medium,263.0,4.0,56.0,66.0,3.0,0.0,1.0
technical,medium,259.3333333333333,4.0,65.0,77.0,3.0,0.0,1.0
technical,medium,288.6666666666667,2.0,49.0,36.0,3.0,0.0,1.0
technical,low,279.3333333333333,3.0,82.0,79.0,3.0,0.0,1.0
technical,medium,290.0,3.0,60.0,52.0,2.0,0.0,1.0
support,low,276.3333333333333,3.0,64.0,63.0,6.0,1.0,1.0
support,low,258.3333333333333,3.0,70.0,68.0,3.0,0.0,1.0
support,low,273.3333333333333,4.0,65.0,89.0,8.0,1.0,1.0
support,low,281.6666666666667,5.0,69.0,78.0,8.0,0.0,1.0
technical,low,266.0,5.0,93.0,74.0,8.0,1.0,1.0
IT,low,284.6666666666667,4.0,55.0,52.0,8.0,0.0,1.0
IT,low,288.3333333333333,4.0,75.0,87.0,8.0,1.0,1.0
product_mng,low,265.0,4.0,47.0,43.0,3.0,0.0,1.0
product_mng,medium,264.6666666666667,5.0,72.0,88.0,10.0,1.0,1.0
product_mng,medium,266.3333333333333,3.0,59.0,92.0,10.0,0.0,1.0
RandD,medium,271.6666666666667,3.0,98.0,49.0,10.0,0.0,1.0
RandD,medium,278.0,2.0,39.0,52.0,8.0,0.0,1.0
RandD,medium,269.3333333333333,4.0,93.0,87.0,8.0,0.0,1.0
RandD,medium,272.0,5.0,71.0,97.0,8.0,1.0,1.0
marketing,medium,277.0,4.0,49.0,54.0,4.0,0.0,1.0
accounting,medium,264.6666666666667,4.0,63.0,93.0,3.0,0.0,1.0
technical,high,271.3333333333333,3.0,45.0,64.0,10.0,0.0,1.0
marketing,medium,271.0,3.0,77.0,64.0,10.0,1.0,1.0
marketing,medium,280.6666666666667,4.0,77.0,63.0,7.0,0.0,1.0
sales,low,288.6666666666667,4.0,50.0,92.0,7.0,0.0,1.0
sales,low,271.3333333333333,4.0,45.0,42.0,7.0,0.0,1.0
sales,low,286.0,4.0,81.0,47.0,7.0,0.0,1.0
sales,low,267.0,3.0,83.0,67.0,3.0,0.0,1.0
sales,low,289.0,6.0,47.0,76.0,10.0,0.0,1.0
sales,low,256.0,4.0,25.0,89.0,10.0,0.0,1.0
sales,low,270.0,5.0,89.0,55.0,10.0,0.0,1.0
accounting,low,277.0,3.0,97.0,57.0,10.0,0.0,1.0
accounting,low,277.3333333333333,2.0,60.0,65.0,10.0,0.0,1.0
hr,medium,276.0,2.0,67.0,72.0,10.0,0.0,1.0
hr,medium,299.6666666666667,3.0,89.0,77.0,3.0,0.0,1.0
technical,medium,268.0,5.0,60.0,91.0,3.0,0.0,1.0
technical,medium,273.6666666666667,4.0,64.0,79.0,3.0,0.0,1.0
technical,medium,286.3333333333333,3.0,57.0,66.0,3.0,0.0,1.0
technical,medium,277.0,5.0,56.0,98.0,3.0,1.0,1.0
technical,medium,291.0,4.0,60.0,90.0,2.0,0.0,1.0
technical,high,282.3333333333333,6.0,17.0,66.0,3.0,0.0,1.0
support,medium,273.0,4.0,74.0,49.0,3.0,0.0,1.0
support,medium,268.3333333333333,3.0,44.0,41.0,7.0,0.0,1.0
support,medium,290.0,4.0,51.0,89.0,7.0,0.0,1.0
support,low,268.6666666666667,3.0,86.0,57.0,7.0,0.0,1.0
support,low,291.6666666666667,4.0,96.0,48.0,7.0,0.0,1.0
support,low,284.0,4.0,87.0,82.0,7.0,0.0,1.0
support,low,260.3333333333333,3.0,58.0,79.0,3.0,1.0,1.0
management,low,268.6666666666667,4.0,24.0,56.0,7.0,0.0,1.0
IT,low,272.6666666666667,4.0,42.0,80.0,7.0,1.0,1.0
IT,low,276.6666666666667,4.0,65.0,94.0,7.0,0.0,1.0
product_mng,low,279.6666666666667,6.0,73.0,92.0,3.0,1.0,1.0
product_mng,low,280.6666666666667,4.0,63.0,60.0,3.0,0.0,1.0
accounting,medium,274.3333333333333,4.0,95.0,48.0,3.0,0.0,1.0
marketing,medium,279.3333333333333,5.0,52.0,83.0,3.0,0.0,1.0
marketing,low,290.0,3.0,96.0,55.0,3.0,0.0,1.0
marketing,medium,278.0,4.0,66.0,51.0,2.0,0.0,1.0
sales,medium,261.6666666666667,4.0,98.0,44.0,6.0,1.0,1.0
sales,low,286.3333333333333,5.0,56.0,79.0,3.0,0.0,1.0
sales,low,272.0,3.0,97.0,54.0,8.0,1.0,1.0
sales,low,271.6666666666667,3.0,72.0,92.0,8.0,0.0,1.0
sales,low,286.3333333333333,4.0,74.0,78.0,8.0,0.0,1.0
sales,low,260.6666666666667,5.0,20.0,60.0,8.0,0.0,1.0
sales,low,263.0,3.0,73.0,56.0,8.0,0.0,1.0
sales,low,257.6666666666667,3.0,76.0,79.0,3.0,0.0,1.0
sales,low,270.6666666666667,4.0,65.0,54.0,10.0,0.0,1.0
sales,low,269.6666666666667,3.0,66.0,50.0,10.0,1.0,1.0
sales,low,279.3333333333333,6.0,96.0,97.0,10.0,0.0,1.0
sales,low,269.6666666666667,4.0,57.0,55.0,8.0,0.0,1.0
accounting,low,296.3333333333333,4.0,61.0,82.0,8.0,0.0,1.0
accounting,low,267.6666666666667,3.0,57.0,69.0,8.0,0.0,1.0
hr,medium,268.6666666666667,3.0,59.0,47.0,4.0,0.0,1.0
hr,medium,259.3333333333333,4.0,92.0,68.0,3.0,0.0,1.0
technical,medium,278.3333333333333,3.0,79.0,56.0,10.0,0.0,1.0
technical,medium,282.6666666666667,4.0,95.0,66.0,10.0,0.0,1.0
technical,medium,277.3333333333333,6.0,24.0,81.0,7.0,0.0,1.0
technical,medium,272.3333333333333,4.0,49.0,52.0,7.0,0.0,1.0
technical,medium,280.3333333333333,3.0,49.0,68.0,7.0,0.0,1.0
support,low,269.3333333333333,5.0,97.0,51.0,7.0,0.0,1.0
support,medium,284.6666666666667,4.0,55.0,78.0,3.0,0.0,1.0
support,medium,278.6666666666667,5.0,76.0,56.0,10.0,0.0,1.0
support,low,270.0,3.0,53.0,99.0,10.0,0.0,1.0
support,low,265.6666666666667,3.0,51.0,86.0,10.0,0.0,1.0
technical,low,268.3333333333333,2.0,57.0,93.0,10.0,0.0,1.0
IT,low,269.3333333333333,3.0,58.0,91.0,10.0,0.0,1.0
IT,low,272.6666666666667,4.0,60.0,98.0,10.0,0.0,1.0
product_mng,low,276.6666666666667,4.0,65.0,74.0,4.0,1.0,1.0
product_mng,low,262.0,2.0,91.0,75.0,3.0,0.0,1.0
IT,low,276.3333333333333,3.0,65.0,55.0,5.0,0.0,1.0
RandD,low,270.0,3.0,18.0,49.0,2.0,1.0,1.0
RandD,medium,281.0,4.0,66.0,90.0,7.0,0.0,1.0
RandD,medium,284.6666666666667,3.0,78.0,80.0,7.0,0.0,1.0
marketing,medium,258.3333333333333,5.0,82.0,65.0,7.0,1.0,1.0
sales,medium,283.3333333333333,3.0,54.0,64.0,7.0,0.0,1.0
accounting,medium,268.0,3.0,95.0,84.0,7.0,0.0,1.0
technical,medium,280.6666666666667,4.0,65.0,85.0,3.0,0.0,1.0
management,medium,300.0,3.0,83.0,55.0,7.0,0.0,1.0
sales,medium,281.3333333333333,5.0,15.0,60.0,7.0,0.0,1.0
sales,low,258.3333333333333,4.0,59.0,59.0,7.0,0.0,1.0
sales,low,280.6666666666667,5.0,99.0,94.0,3.0,0.0,1.0
sales,low,273.3333333333333,3.0,76.0,72.0,3.0,0.0,1.0
sales,low,291.0,2.0,64.0,67.0,3.0,0.0,1.0
sales,low,274.0,4.0,95.0,75.0,3.0,0.0,1.0
sales,low,267.6666666666667,3.0,53.0,66.0,3.0,0.0,1.0
sales,low,269.3333333333333,2.0,59.0,50.0,2.0,0.0,1.0
sales,low,279.6666666666667,5.0,69.0,86.0,6.0,0.0,1.0
sales,low,265.6666666666667,4.0,50.0,49.0,3.0,0.0,1.0
accounting,low,263.0,3.0,89.0,96.0,8.0,0.0,1.0
hr,low,279.0,3.0,56.0,39.0,8.0,0.0,1.0
hr,low,276.3333333333333,3.0,77.0,68.0,8.0,1.0,1.0
hr,low,259.0,3.0,15.0,75.0,8.0,1.0,1.0
technical,medium,259.6666666666667,3.0,88.0,58.0,8.0,0.0,1.0
technical,medium,284.0,4.0,89.0,86.0,3.0,0.0,1.0
technical,medium,273.6666666666667,2.0,65.0,52.0,10.0,1.0,1.0
technical,medium,269.0,3.0,58.0,99.0,10.0,0.0,1.0
technical,medium,284.0,3.0,56.0,85.0,10.0,1.0,1.0
technical,medium,286.0,5.0,25.0,72.0,8.0,0.0,1.0
support,medium,278.0,4.0,87.0,89.0,8.0,0.0,1.0
support,medium,268.6666666666667,3.0,62.0,40.0,8.0,1.0,1.0
support,medium,277.0,4.0,72.0,75.0,4.0,0.0,1.0
support,low,273.3333333333333,4.0,49.0,94.0,3.0,0.0,1.0
technical,low,299.6666666666667,4.0,57.0,91.0,10.0,0.0,1.0
management,low,275.0,3.0,63.0,65.0,10.0,0.0,1.0
IT,low,287.6666666666667,5.0,91.0,63.0,7.0,0.0,1.0
IT,low,268.6666666666667,5.0,70.0,68.0,7.0,0.0,1.0
IT,low,260.0,5.0,66.0,95.0,7.0,0.0,1.0
IT,low,256.3333333333333,5.0,77.0,48.0,7.0,0.0,1.0
IT,low,271.3333333333333,3.0,68.0,97.0,3.0,1.0,1.0
product_mng,low,264.6666666666667,3.0,34.0,46.0,10.0,0.0,1.0
product_mng,low,270.0,4.0,97.0,64.0,10.0,1.0,1.0
product_mng,low,295.6666666666667,4.0,57.0,75.0,10.0,0.0,1.0
sales,low,277.6666666666667,3.0,66.0,65.0,10.0,0.0,1.0
sales,low,273.3333333333333,4.0,68.0,67.0,10.0,0.0,1.0
